카테고리,[잡담],[질문],[정보],[기타]
[잡담],느낌 쎄 하면 차단박는 습관을 기릅시다들특히나 유튜브가 제일 좋은게악플달면 영구밴때릴수있음,,,
[잡담],,,,
[잡담],"작년 11월부터 로아 처음 시작한 뉴비에요.친구들이랑 소소하게 하는게 목적이라 1540이상 배럭 6개까지 늘리며 일리아칸은 못가보고하브1~4까지만 즐기는 유저인데리퍼가 처음 키운 캐릭이기도 하고 스킬도 난사 하는게 재미있어서 본캐로 열심히 키우다가 유기해야할지 고민중입니다.아저씨고 똥손이라 특정 레이드에선 백어택 성공률이 처참합니다.쿠크, 카양겔만 돌면 리퍼론 항상 투사..파티원들 모두 7멸홍 둘둘, 세구30 or 어구18 동일 스펙입니다.하누마탄만 항상 mvp 원툴 같아요.같은 배럭인 피메건슬, 질풍술사, 화강블래와 같은 타대캐릭은 못해도 강투~잔혈은 쉽게 먹는거 같구요.사멸을 키울 손이 안되면 리퍼 유기를 해야겠죠?..리퍼가 밸런스 패치를 한다해도 백어택을 잘 칠 자신이 없습니다.",,,
[잡담],거 테섭하고 내부지표 해석하는거 보니 일주일이면 뚝딱하는거 같더만?숫자놀이로 4퍼 5퍼 버프 너프할거면 걍 매주 할수있는 ㅛㅜ준 아님?,,,
[잡담],PVE 시 급습 스킬의 피해량이2.4%증가하였습니다.반박시 스마게알못,,,
[잡담],친구가없나..리퍼는약하지만 나는 잔혈을먹는 금손호소도 모자라서이제는 사업장이 3개니 어쩌니 연금을 많이떼간다니 이젠 성공한사업가호소하고앉아있네...와..,,,
[잡담],* 이 글이 마지막이 아닌 이번 밸런스 패치까지만 적는 개선안임1. 치적 불균형 해소- 퓨리 60% -> 40%- 퓨리 깡 계수 15% 상향- 라그 무력트포에 뎀증 25% 추가- 스매셔 1트포 치적 추가2. 특화 계수 롤백3. 갈증 X키 혼돈 즉시진입 추가- 쿨타임 60초- 쿨타임 60초동안 Z 페르소나 사용 불가4. 스매셔 급하강 기본으로 변경5. 스매셔 그림자 잔상 -> 리퍼가 먼저 하강하고 그림자가 뒤따라오는걸로 변경- 그림자 잔상인데 본체가 잔상인 기현상6. 페르소나 급습 시전동안 이동속도 적용 추가7. 쉐도우 스톰 부위파괴 1Lv 추가이중에 뭐라도 한 개는 오겠지 ㄹㅇ;,,,
[잡담],리퍼보다 센데ㅔ 리퍼가 가지지 못한 장점을 가진 직업,,,
[잡담],"n개월 내부지표 1주일만에 딜버프 롤백시켰는데이번 패치에 딜버프를 시켜준다는 건 본인들의 잘못을 인정하는 꼴 따라서 딜 버프는 없을 것하지만 엔드컨텐츠 상아탑에서 압도적 거절률1위를 달리고 있을테니 방치하기에도 곤란한 상황그렇다면 여기서 딜을 제외하고 파티 선호도를 높일 수 있는 방법으론 시너지 변경, 파괴, 무력, 체방 증가 등이 있을텐데시너지는 이미 변경된 바 있고, 그리고 방깎12퍼를 같이 가지고있는 서머너 블래 워로드 디트 등 상대가 너무 강해서 그렇지 방깎12퍼는 좋은 성능임. 출혈 트포를 치적같은거로 바꿔서 유동성있는 시너지 딜러로 변경? 리퍼한테 여기까지 생각해서 만들어줄 밸?패?팀?은 없다고 봄파괴는 달린다면 쉐스한테 달릴듯, 근데 얘도 쿨타임 생각하면 나메가 최선일듯무력은 급습,쉐스 1단계씩 깡으로 올리던 페르소나 사용후 파괴+무력 같이 1단계씩 추가 해서 리메이크 하던지 해야 당당히 1인분 할 수있는 수준으로 올라올텐데 얘도 가능성있을지 모르겠음 그리고 한다고 해도 페르소나 후 급습을 넣는다는게 그 0.3~4초가 중요한 순간무력 상황에 구르기로 낭비하는거 자체가 찔끔이 아닌 무력 최상,부파2레벨 정도는 줘야 납득 가능한 리턴이될 것 같음체방은 충분히 올려줄만할 것 같은데 같은 라인들 냅두고 단독 상향시켜주지는 않을 것 같음그리고 무력 부파 그딴거 필요없고 처단급 딜이 필요하다는 사람들 많은거 알고있는데내가 생각해도 처단자보다 딜,체방,무력,파괴 다 압도적으로 안좋고 그 대신 장점이 카운터도르랑 때때로 딜 사이클 포기하고 쓰는 디토 정도뿐인데'스마게가 내부적으로 의도한 리퍼 딜량'이 지금 현 수준이라면 어차피 뭘해도 리퍼 자체 딜 버프는 기대할 수 없을 거라 딜 제외하고 버프가 필요하다는거라는 말을 하고싶었음",,,
[잡담],갈증이 꺼지면 안되는게 함정https://youtube.com/shorts/VMG9JkLjLMQ?feature=share,,,
[잡담],"모든 캐릭은 올 15강 1540 배럭입니다.모두 7멸홍 동일하고 세구30입니다.무품은 대부분 70내외 였어요.황제알카 33333 원황질돌타 = 700만 / 극신속 6악초심배마 33333 원초질돌기 = 700만 / 극신속 4악2사억제모닉 333331 원억기돌아에1 = 690만 / 고신속 반지하나치명 6사멸갈증리퍼 333331 원갈기돌질에1 = 610만 / 고신속 반지하나특화 6사멸저는 개인적으로 이중에서 허수만큼은 갈증이 제일 많이 나와야 된다고 생각하는데.왜냐면 허수는 딜누수가 전혀 없고 사멸 올백어택에다가 지속딜러인 갈증이 최고로 높아야지실전에서 지속딜러에 사멸인만큼 딜누수가 생길거잖아요?그런데 예상외로 디피가 크게 차이가 났어요.황제를 제외하고는 다 사멸이기는 해도 초심은 방천월섬에 딜이 몰려있고,억모닉도 크커 데몰에 딜이 몰려잇는것을 감안하면 갈증에 비해 실전 딜누수는 훨씬 적을거란 말이죠?황제는 타대딜러이니 뭐 실전 누수는 이중에서 가장 없을거구요.더군다나 갈증이 이중에서 무품도 젤 높고 악세품도 젤높고 심지어 각인 1짜리 더 있기도 한데말이죠.거기다가 혼돈유지까지 생각하면 ...상식적으로 지속사멸인 갈증이 이중에서 허수 디피는 젤 높아야 실전에서딜누수로 나머지랑 비슷해질건데진짜 약하긴하네요.배럭수준에서 측정한거니 고점에서는 다를수 있습니다.",,,
[잡담],등록된 사업자만 3개라서 연금을 3번 떼어감나중에 연금 받을수는 있나,,,
[잡담],아브까진 할만했는데하양갤 진입하는순간 이런씨발병신캐릭이없음스킬한개라도 삑나면 쉐닷 쿨기다리는 3초동안 벙찌거나 페르소나없이 급습스킬털어야하고그딜은 진짜 존나처참함라그는 씨발 판정범위가 생각보다 너무 좁음 보스옆에서 백으로 넣으려고 스킬쓰면 맞겠지하고 쓰면 데미지안들어감 ㅋㅋㅋ그리고 모르페or사념체처럼 페르소나 통과되는 보스들 진짜 좆같음근데 딜도 사실 씨발 1티어도아님체방? 딱렙으로가면 진짜 살갛 찢겨나가는 것 같음저받빼고 시집으로 레이지스피어!!!!! 외치고싶을만큼 ㅅㅂ본캐로 키우는분들 힘내세요,,,
[질문],,"질문해야지하고 찍어놓고 있다가 최근에 생각나서 질문을 드려봅니다하브12노브34를 가는 공팟으로 갔었습니다노브 4관에서 중간기믹으로 잊어버릴수도 있는것도 아닌 첫 172줄 기믹에서 와리가리하면서 못부시고 터져서""부시는분이 정신 못차린""이라고 제가 적었더니 서신놀랑 이라는 분께서 화가 나셨는지달소라서 쿨이 잘 없다면서말을..;;이라고 적으셔서 궁금했는데6바드가 메인이라 그런지 딜러쪽은 잘 모르는데달소 쿨관리가 어려운직업인가요?밸패랑 상황보고 여름에 하익스나오면 한번 키워보고 싶어서요그리고 부시는분이 정신 못차린 이라고 쓴게 말을 나쁘게 한것인지어떻게 하면 이 상황에서 좋은 대답인지 F가 아닌 T에게 좋은 조언도 감사합니다.",,
[잡담],여태까지 달소들 대체 무슨 삶을 살아온거임?나야 배럭이니까 갈증보다 재밌는거 하나로도 만족하긴 하는데..,,,
[잡담],-}—●▅▇█▇▆▅▄▇드르렁...,,,
[잡담],D2,,,
[잡담],무기때문이라도 오니로가야한다 ㄹㅇ,,,
[잡담],"저받 대신 예둔을 고민중인데당연히 지금은 원저기돌갈아1 사용중입니다.예둔을 써볼까 고민중인 이유는.본캐 리퍼가 상하탑, 하칸이 항상 고정팟으로 게임을 해서 그런데요.거기서 시너지 조합이 상하탑은 2치적, 하칸은 1~2치적 인데치적 시너지가 많이 있더라도 예둔이 딜적인 측면에서 별로이려나요?악세를 바꾸겠다는 아니고 세팅을 하나 더 하려고 하는겁니당",,,
[잡담],,,,
[잡담],ㅠ,,,
[잡담],잔상도 좀 빠르게패치해주고하면 퓨리릉 빼고 쓸 메리트가 생길까요?,,,
[잡담],너 아니면 로아 안해~카제로스까지 같이 가자~❣,,,
[잡담],건슬 언더붑 생각하면 2번이 흐뭇하게 계속 입을거같네요,,,
[잡담],설날 아바타보다 구린 오니말도 안되는 어깨장식말도 안되는 팔 장식,,,
[잡담],쉐도우 스톰 고정관념을 깨고10멸화 장착 및 그림자 충전 내리고 꿰뚫는 일격 채용나메 가동률을 더 올려서1번 사이클 -> 쉐스 -> 나메1타 -> 쉐닷1타 -> 레이지2번 사이클 -> 나메2타 -> 블미3타 -> 쉐닷2타 -> 라그 (혹은 블미4타 쉐닷1타)3번 사이클 -> 쉐닷2타 -> 나메1타 -> 나메2타-> 트랩 -> 쉐닷2타 -> 퓨리나메 1타 2타를 쉐스 / 블미에 각각 1회씩 배분하고풍요룬을쉐스 -> 전설나메 -> 영웅블미 -> 영웅트랩 -> 희귀로 배치함기존특신 선봉대 올크리 DPS 2715만에서특신 달인 올크리 DPS 2835만으로 상승올크리 기준으로 선봉대가 깡딜이 높았음에도 DPS는 4% 이상 올랐음테섭 구조개선을 받을수도 못받을수도 있지만테섭 나오기 전 달트라이커를 넘어선 극딜트리라고 보면 됨유틸과 달트라이커의 딜압축을 섞으면서 새로운 고점을 뚫은 빌드아마 진짜 마지막으로 이 이상의 빌드가 없을듯본인 조차도 달트가 마지막일줄 알았지만 몇일전에 번뜩 떠올랐고 드디어 완성함세우라제는 2900만이 넘어가지만세우라제가 딱?히 좋은지는 모르겠음,,,
[잡담],조금이라도 상향해줘..카멘 0관문에서 절망적이고 싶지않엉..,,,
[잡담],그냥 리퍼를 싫어함리퍼 버프도 스마게는 여태한거보면 후하게 절대안주고 어떻게든 쪼금만줄려고 발악을함 퓨어딜러인데 딜을 찔끔씩주는게 맞냐,,,
[잡담],"지금 리퍼 여러 인식 문제 중 하나가 무력, 파괴인데..<<PVE 기준>>2020.10.14- 방어력 계수 버프2021.01.27- PVE 없음2021.04.14- 그 너프 패치2021.09.29- 방어력 계수 버프- 무력화 수치 버프- 갈증 상향2022.04.27- 급습 피해량 버프- 시너지 개편- 나메 카운터 추가2022.08.10- 누락2023.01.18- 아덴 공속 버프- 달소 공속버프- 갈증 버프(롤백 패치 ㅅㅂ)지금까지 밸패 내역임.패치 내용이 거지같아도 얘네 방향성은 어쨌거나 현재 컨텐츠에서 약점을 보완하는 식의 패치라고 봐도 되는데..파괴는 갈증, 달소 둘다 라그, 퓨리 있으니까 동일하다고 해도,갈증이야 무력 기믹은 스킬 배분 해서 하면 어느 정도 되고 달소 입장에서는 그에 비해 조금 떨어지는 상황이 현실인지라..난 왠지 쉐도우 스톰에 파괴 달아주고 트랩에 무력화 하~중 주고, 레이지랑 퓨리 무력화 중상으로 올릴거같은 느낌인데...",,,
[잡담],아니 키운캐릭 투표권 다주는줄알고 슈사부터 찍고 내려갈려햇는데 한개만되네요ㅜㅜ 이래서 스킵하면안돼,,,
[잡담],1번은 도깨비컨셉 자체는 맘에드는데어깨 드러난 헐렁한 스타일 상의가 작년 애니츠도 그렇고 인게임 구현이 제대로 안되는거같음리퍼 무기도 낫이라 이펙트랑 동떨어질거같아서 별로 안떙겼고3번은 아크라시아 느낌인데 난 아크라시아 있어서 패스4번은 이쁘다고 생각함 2번없었으면 저거뽑았을듯2번은 개인적으로 리퍼 팔다리 드러난게 시원시원하고 이쁘다고생각해서 뽑았음그리고 그 반투명 무기 컨셉도 맘에들었고,,,
[잡담],어째 다 같은 작품만 홍보하농 ㅋㅋ,,,
[잡담],상향 안해줄꺼면 모두모두! 너프시켜서 리퍼랑 동일하게 만들어랏!,,,
[잡담],2번 넘이쁘자너~,,,
[잡담],인파 체술하면 전진의 일격 파괴3초마다쓰는디,,,
[잡담],5번 머리부분이 맘에 드는데 언급조차 없는거보면 슬프넹다른직업에 표써야겟다,,,
[잡담],다른사람들은 다른거 좋아하더라고요나만 이게 최앤가?,,,
[잡담],다 별로네..우짜누..디자인이 맘에 들면 너무 크게 잡아놔서 또 개별로네..,,,
[잡담],리퍼 나온 년도 할로윈에 리퍼 낫 아바타 줬음..강화이펙트가 바뀌지 않는 이상 리퍼는 그냥 단검 형태가 맞음..그리고 저 무기로 스킬쓰면 괴리감 심함..,,,
[잡담],"무기이펙트라도 바꿔줘라 양아치ㅅㄲ들아친구들꺼 이펙트보면 부러워 뒤지겟다 친구들꺼 이펙트옆에 리퍼무기 갖다노면 줄기1 정도 되겠더라양아치ㅅㄲ들 진짜 ... 성능도 후져, 생긴것도 후져 에휴..............",,,
[잡담],수치조정하면 지난 밸패 자신들의 과오인정자신들의 이미지와 자존심때문에 수치조정 안하면 카멘때 지옥을 맛볼 예정.진짜 ㅋㅋ 리퍼대표 한명 나가서 전재학이랑 면담방송 같은 거 했으면 좋겠다 ㅋㅋ,,,
[잡담],이번주 테섭이 진짜 마지막일듯이번주 보고 진짜 아니다 싶음 그냥 다팔고 접을듯 ㄹㅇ,,,
[잡담],공모전글보면 빨강led랑 몇몇부위에 초록색칠해놨던데 염색부위맞겠죠?,,,
[잡담],파이어혼에서 2개 넣을수가없어 달소로,,,
[잡담],저번에 4%롤백했다고 이번에 주면 무능력을인정하는거라 가불기네 어쩌네 븅신같은소리좀 그만싸셈여태너프먹고 버프먹고 반복하는게 밸패 일상인데 저건뭔개소린지 도저히 이해가안가네;;예시로 건슬만해도 4%너프먹고 바로 다음밸패때부터 쭉상향길만걸었고광기도 체방 딜너프쳐먹다가 리메이크 떡상 받았는데 왜자꾸 저번밸패를 들먹이는거지개소리그만하셈;;,,,
[잡담],방법이 뭐든 딜상향 있을듯 하네요딜없무새들도 주구장창 딜상향 없다고 씨부리니까저도 이렇게 써도 아무 문제 없을듯,,,
[잡담],급습 깡딜 상향은 거의 없을꺼라봐요.이유. 이미 갈증 각인이 상향받은 상태에서 또급습 깡딜로 갈증이 버프를 더 받으면 너무 쌔질꺼같음그러면 달소를 버프하려면직각수정해서 페르소나시 딜증 바꾸는거밖엔 없지않나...?,,,
[잡담],1.4프로 줬다 뺏었는데 다시 상향해주면 지들 과오 인정2.그러나 현재 거절율도 그렇고 카멘 나오면 ㄹㅇ 개쓰레기재활용도 안 되는 핵폐기물 상향전 호크 그 이상 인식1번해서 로아 전 유저한테 떡밥주고 욕먹느니리퍼한테만 욕 먹는 게 나아서 2번 선택엌ㅋㅋㅋㅋㅋ,,,
